conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,318,19,3,start,2022-01-01,2022-01-31,Q13a1,without_children,296
Mental Health Disorder,318,19,3,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
Mental Health Disorder,318,19,3,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,62,0,0,start,2022-01-01,2022-01-31,Q13a1,without_children,62
Alcohol Use Disorder,62,0,0,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
Alcohol Use Disorder,62,0,0,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,0
Drug Use Disorder,55,3,0,start,2022-01-01,2022-01-31,Q13a1,without_children,52
Drug Use Disorder,55,3,0,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
Drug Use Disorder,55,3,0,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,58,0,0,start,2022-01-01,2022-01-31,Q13a1,without_children,58
Both Alcohol and Drug Use Disorders,58,0,0,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,58,0,0,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,0
Chronic Health Condition,171,10,1,start,2022-01-01,2022-01-31,Q13a1,without_children,160
Chronic Health Condition,171,10,1,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
Chronic Health Condition,171,10,1,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,0
HIV/AIDS,103,7,0,start,2022-01-01,2022-01-31,Q13a1,without_children,96
HIV/AIDS,103,7,0,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
HIV/AIDS,103,7,0,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,0
Development Disability,64,2,10,start,2022-01-01,2022-01-31,Q13a1,without_children,51
Development Disability,64,2,10,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
Development Disability,64,2,10,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,1
Physical Disability,205,10,0,start,2022-01-01,2022-01-31,Q13a1,without_children,195
Physical Disability,205,10,0,start,2022-01-01,2022-01-31,Q13a1,with_only_children,0
Physical Disability,205,10,0,start,2022-01-01,2022-01-31,Q13a1,unknown_household_type,0
