gender_identity,total,population,start_date,end_date,question,household_type,count
Male,764,adults,2022-01-01,2022-01-31,Q10a,without_children,681
Male,764,adults,2022-01-01,2022-01-31,Q10a,with_children_and_adults,80
Male,764,adults,2022-01-01,2022-01-31,Q10a,unknown_household_type,3
Female,525,adults,2022-01-01,2022-01-31,Q10a,without_children,364
Female,525,adults,2022-01-01,2022-01-31,Q10a,with_children_and_adults,159
Female,525,adults,2022-01-01,2022-01-31,Q10a,unknown_household_type,2
No Single Gender,2,adults,2022-01-01,2022-01-31,Q10a,without_children,2
No Single Gender,2,adults,2022-01-01,2022-01-31,Q10a,with_children_and_adults,0
No Single Gender,2,adults,2022-01-01,2022-01-31,Q10a,unknown_household_type,0
Questioning,0,adults,2022-01-01,2022-01-31,Q10a,without_children,0
Questioning,0,adults,2022-01-01,2022-01-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2022-01-01,2022-01-31,Q10a,unknown_household_type,0
Transgender,2,adults,2022-01-01,2022-01-31,Q10a,without_children,2
Transgender,2,adults,2022-01-01,2022-01-31,Q10a,with_children_and_adults,0
Transgender,2,adults,2022-01-01,2022-01-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2022-01-01,2022-01-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2022-01-01,2022-01-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2022-01-01,2022-01-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2022-01-01,2022-01-31,Q10a,without_children,0
Data Not Collected,0,adults,2022-01-01,2022-01-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2022-01-01,2022-01-31,Q10a,unknown_household_type,0
