time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,165,all_persons,2022-01-01,2022-01-31,Q22e,without_children,111
7 days or less,165,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,54
7 days or less,165,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
7 days or less,165,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
8 to 14 days,38,all_persons,2022-01-01,2022-01-31,Q22e,without_children,16
8 to 14 days,38,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,22
8 to 14 days,38,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
8 to 14 days,38,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
15 to 21 days,27,all_persons,2022-01-01,2022-01-31,Q22e,without_children,19
15 to 21 days,27,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,8
15 to 21 days,27,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
15 to 21 days,27,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
22 to 30 days,21,all_persons,2022-01-01,2022-01-31,Q22e,without_children,17
22 to 30 days,21,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,4
22 to 30 days,21,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
22 to 30 days,21,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
31 to 60 days,29,all_persons,2022-01-01,2022-01-31,Q22e,without_children,23
31 to 60 days,29,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,6
31 to 60 days,29,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
31 to 60 days,29,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
61 to 180 days,101,all_persons,2022-01-01,2022-01-31,Q22e,without_children,73
61 to 180 days,101,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,28
61 to 180 days,101,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
61 to 180 days,101,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
181 to 365 days,65,all_persons,2022-01-01,2022-01-31,Q22e,without_children,47
181 to 365 days,65,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,18
181 to 365 days,65,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
181 to 365 days,65,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),54,all_persons,2022-01-01,2022-01-31,Q22e,without_children,52
366-730 days (1-2 years),54,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,2
366-730 days (1-2 years),54,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
366-730 days (1-2 years),54,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
731 days or more,123,all_persons,2022-01-01,2022-01-31,Q22e,without_children,108
731 days or more,123,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,15
731 days or more,123,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
731 days or more,123,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
Total (persons moved into housing),623,all_persons,2022-01-01,2022-01-31,Q22e,without_children,466
Total (persons moved into housing),623,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,157
Total (persons moved into housing),623,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
Total (persons moved into housing),623,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
Not yet moved into housing,24,all_persons,2022-01-01,2022-01-31,Q22e,without_children,24
Not yet moved into housing,24,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,0
Not yet moved into housing,24,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,0
Not yet moved into housing,24,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,0
Data not collected,67,all_persons,2022-01-01,2022-01-31,Q22e,without_children,32
Data not collected,67,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,29
Data not collected,67,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,3
Data not collected,67,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,3
Total persons,714,all_persons,2022-01-01,2022-01-31,Q22e,without_children,522
Total persons,714,all_persons,2022-01-01,2022-01-31,Q22e,with_children_and_adults,186
Total persons,714,all_persons,2022-01-01,2022-01-31,Q22e,with_only_children,3
Total persons,714,all_persons,2022-01-01,2022-01-31,Q22e,unknown_household_type,3
