ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,194,all_households,2022-01-01,2022-01-31,Q26a,without_children,188
Chronically Homeless ,194,all_households,2022-01-01,2022-01-31,Q26a,with_children_and_adults,6
Chronically Homeless ,194,all_households,2022-01-01,2022-01-31,Q26a,with_only_children,0
Chronically Homeless ,194,all_households,2022-01-01,2022-01-31,Q26a,unknown_household_type,0
Not Chronically Homeless,783,all_households,2022-01-01,2022-01-31,Q26a,without_children,661
Not Chronically Homeless,783,all_households,2022-01-01,2022-01-31,Q26a,with_children_and_adults,121
Not Chronically Homeless,783,all_households,2022-01-01,2022-01-31,Q26a,with_only_children,0
Not Chronically Homeless,783,all_households,2022-01-01,2022-01-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,27,all_households,2022-01-01,2022-01-31,Q26a,without_children,24
Client Doesn't Know/Client Refused,27,all_households,2022-01-01,2022-01-31,Q26a,with_children_and_adults,3
Client Doesn't Know/Client Refused,27,all_households,2022-01-01,2022-01-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,27,all_households,2022-01-01,2022-01-31,Q26a,unknown_household_type,0
Data Not Collected,58,all_households,2022-01-01,2022-01-31,Q26a,without_children,41
Data Not Collected,58,all_households,2022-01-01,2022-01-31,Q26a,with_children_and_adults,13
Data Not Collected,58,all_households,2022-01-01,2022-01-31,Q26a,with_only_children,0
Data Not Collected,58,all_households,2022-01-01,2022-01-31,Q26a,unknown_household_type,4
