dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,33,all_persons,2019-09-01,2019-09-30,Q14b,without_children,22
Yes,33,all_persons,2019-09-01,2019-09-30,Q14b,with_children_and_adults,11
Yes,33,all_persons,2019-09-01,2019-09-30,Q14b,with_only_children,0
Yes,33,all_persons,2019-09-01,2019-09-30,Q14b,unknown_household_type,0
No,176,all_persons,2019-09-01,2019-09-30,Q14b,without_children,128
No,176,all_persons,2019-09-01,2019-09-30,Q14b,with_children_and_adults,48
No,176,all_persons,2019-09-01,2019-09-30,Q14b,with_only_children,0
No,176,all_persons,2019-09-01,2019-09-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-09-01,2019-09-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-09-01,2019-09-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-09-01,2019-09-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-09-01,2019-09-30,Q14b,unknown_household_type,0
Data Not Collected,3,all_persons,2019-09-01,2019-09-30,Q14b,without_children,3
Data Not Collected,3,all_persons,2019-09-01,2019-09-30,Q14b,with_children_and_adults,0
Data Not Collected,3,all_persons,2019-09-01,2019-09-30,Q14b,with_only_children,0
Data Not Collected,3,all_persons,2019-09-01,2019-09-30,Q14b,unknown_household_type,0
