conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,133,19,2,stayers,2019-09-01,2019-09-30,Q13c1,without_children,112
Mental Health Disorder,133,19,2,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
Mental Health Disorder,133,19,2,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,28,0,0,stayers,2019-09-01,2019-09-30,Q13c1,without_children,28
Alcohol Use Disorder,28,0,0,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
Alcohol Use Disorder,28,0,0,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
Drug Use Disorder,16,2,0,stayers,2019-09-01,2019-09-30,Q13c1,without_children,14
Drug Use Disorder,16,2,0,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
Drug Use Disorder,16,2,0,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,19,0,0,stayers,2019-09-01,2019-09-30,Q13c1,without_children,19
Both Alcohol and Drug Use Disorders,19,0,0,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,19,0,0,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
Chronic Health Condition,58,6,1,stayers,2019-09-01,2019-09-30,Q13c1,without_children,51
Chronic Health Condition,58,6,1,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
Chronic Health Condition,58,6,1,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
HIV/AIDS,85,7,0,stayers,2019-09-01,2019-09-30,Q13c1,without_children,78
HIV/AIDS,85,7,0,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
HIV/AIDS,85,7,0,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
Development Disability,28,3,4,stayers,2019-09-01,2019-09-30,Q13c1,without_children,21
Development Disability,28,3,4,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
Development Disability,28,3,4,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
Physical Disability,70,9,1,stayers,2019-09-01,2019-09-30,Q13c1,without_children,60
Physical Disability,70,9,1,stayers,2019-09-01,2019-09-30,Q13c1,with_only_children,0
Physical Disability,70,9,1,stayers,2019-09-01,2019-09-30,Q13c1,unknown_household_type,0
