count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_entry,445
No Sources,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,22
No Sources,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_exit_for_leavers,114
1 + Source(s),all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_entry,251
1 + Source(s),all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,34
1 + Source(s),all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_exit_for_leavers,86
Client Doesn't Know/Client Refused,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_entry,124
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,481
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-09-01,2019-09-30,Q20b,benefit_at_exit_for_leavers,83
