conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,190,31,5,start,2019-09-01,2019-09-30,Q13a1,without_children,154
Mental Health Disorder,190,31,5,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
Mental Health Disorder,190,31,5,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,39,0,0,start,2019-09-01,2019-09-30,Q13a1,without_children,39
Alcohol Use Disorder,39,0,0,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
Alcohol Use Disorder,39,0,0,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
Drug Use Disorder,23,3,0,start,2019-09-01,2019-09-30,Q13a1,without_children,20
Drug Use Disorder,23,3,0,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
Drug Use Disorder,23,3,0,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,24,1,0,start,2019-09-01,2019-09-30,Q13a1,without_children,23
Both Alcohol and Drug Use Disorders,24,1,0,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,24,1,0,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
Chronic Health Condition,88,12,2,start,2019-09-01,2019-09-30,Q13a1,without_children,74
Chronic Health Condition,88,12,2,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
Chronic Health Condition,88,12,2,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
HIV/AIDS,87,7,0,start,2019-09-01,2019-09-30,Q13a1,without_children,80
HIV/AIDS,87,7,0,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
HIV/AIDS,87,7,0,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
Development Disability,44,5,9,start,2019-09-01,2019-09-30,Q13a1,without_children,30
Development Disability,44,5,9,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
Development Disability,44,5,9,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
Physical Disability,111,15,2,start,2019-09-01,2019-09-30,Q13a1,without_children,94
Physical Disability,111,15,2,start,2019-09-01,2019-09-30,Q13a1,with_only_children,0
Physical Disability,111,15,2,start,2019-09-01,2019-09-30,Q13a1,unknown_household_type,0
