conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,12
Mental Health Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,9
Mental Health Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,7
Alcohol Use Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,5
Alcohol Use Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,2
Drug Use Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,2
Drug Use Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,2
Both Alcohol and Drug Use Disorders,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,2
Both Alcohol and Drug Use Disorders,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,0
Chronic Health Condition,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,12
Chronic Health Condition,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,9
Chronic Health Condition,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,3
HIV/AIDS,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,3
HIV/AIDS,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,3
HIV/AIDS,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,1
Development Disability,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,2
Development Disability,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_start,9
Physical Disability,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_latest_assessment_for_stayers,8
Physical Disability,veterans,2019-09-01,2019-09-30,Q25e,conditions_at_exit_for_leavers,1
