health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2019-09-01,2019-09-30,Q21,at_start,558
MEDICAID,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,34
MEDICAID,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,159
MEDICARE,all_persons,2019-09-01,2019-09-30,Q21,at_start,94
MEDICARE,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,18
MEDICARE,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,23
State Children's Health Insurance Program,all_persons,2019-09-01,2019-09-30,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2019-09-01,2019-09-30,Q21,at_start,21
Veteran's Administration (VA) Medical Services,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,14
Veteran's Administration (VA) Medical Services,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,5
Employer - Provided Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_start,42
Employer - Provided Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,12
Health Insurance obtained through COBRA,all_persons,2019-09-01,2019-09-30,Q21,at_start,2
Health Insurance obtained through COBRA,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_start,35
Private Pay Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,1
State Health Insurance for Adults,all_persons,2019-09-01,2019-09-30,Q21,at_start,9
State Health Insurance for Adults,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,0
Indian Health Services Program,all_persons,2019-09-01,2019-09-30,Q21,at_start,3
Indian Health Services Program,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,0
Other,all_persons,2019-09-01,2019-09-30,Q21,at_start,4
Other,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_start,315
No Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,13
No Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,82
Client Doesn't Know/Client Refused,all_persons,2019-09-01,2019-09-30,Q21,at_start,0
Client Doesn't Know/Client Refused,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2019-09-01,2019-09-30,Q21,at_start,73
Data Not Collected,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,126
Data Not Collected,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,10
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2019-09-01,2019-09-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,607
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_start,594
1 Source of Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,39
1 Source of Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,167
More than 1 Source of Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_start,80
More than 1 Source of Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_annual_assessment_for_stayers,14
More than 1 Source of Health Insurance,all_persons,2019-09-01,2019-09-30,Q21,at_exit_for_leavers,16
