length,total,population,start_date,end_date,question,status,count
30 days or less,407,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,263
30 days or less,407,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,144
31 to 60 days,187,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,22
31 to 60 days,187,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,165
61 to 90 days,134,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,36
61 to 90 days,134,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,98
91 to 180 days,134,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,31
91 to 180 days,134,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,103
181 to 365 days,103,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,6
181 to 365 days,103,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,97
366 to 730 Days (1-2 Yrs),89,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),89,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,87
"731 to 1,095 Days (2-3 Yrs)",34,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",34,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,34
"1,096 to 1,460 Days (3-4 Yrs)",30,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",30,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,30
"1,461 to 1,825 Days (5-5 Yrs)",8,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",8,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,8
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",33,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,33
Data Not Collected,0,all_persons,2019-09-01,2019-09-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2019-09-01,2019-09-30,Q22a1,stayers,0
