conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,58,12,3,exit,2019-09-01,2019-09-30,Q13b1,without_children,43
Mental Health Disorder,58,12,3,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
Mental Health Disorder,58,12,3,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,9,0,0,exit,2019-09-01,2019-09-30,Q13b1,without_children,9
Alcohol Use Disorder,9,0,0,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
Alcohol Use Disorder,9,0,0,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
Drug Use Disorder,7,1,0,exit,2019-09-01,2019-09-30,Q13b1,without_children,6
Drug Use Disorder,7,1,0,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
Drug Use Disorder,7,1,0,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,6,1,0,exit,2019-09-01,2019-09-30,Q13b1,without_children,5
Both Alcohol and Drug Use Disorders,6,1,0,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,6,1,0,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
Chronic Health Condition,31,6,1,exit,2019-09-01,2019-09-30,Q13b1,without_children,24
Chronic Health Condition,31,6,1,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
Chronic Health Condition,31,6,1,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
HIV/AIDS,2,0,0,exit,2019-09-01,2019-09-30,Q13b1,without_children,2
HIV/AIDS,2,0,0,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
HIV/AIDS,2,0,0,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
Development Disability,17,2,5,exit,2019-09-01,2019-09-30,Q13b1,without_children,10
Development Disability,17,2,5,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
Development Disability,17,2,5,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
Physical Disability,41,6,1,exit,2019-09-01,2019-09-30,Q13b1,without_children,34
Physical Disability,41,6,1,exit,2019-09-01,2019-09-30,Q13b1,with_only_children,0
Physical Disability,41,6,1,exit,2019-09-01,2019-09-30,Q13b1,unknown_household_type,0
