count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,166,39,64,stayers,2017-02-01,2017-02-28,Q13c2,without_children,55
None,166,39,64,stayers,2017-02-01,2017-02-28,Q13c2,with_only_children,8
None,166,39,64,stayers,2017-02-01,2017-02-28,Q13c2,unknown_household_type,0
1 Condition,132,12,8,stayers,2017-02-01,2017-02-28,Q13c2,without_children,112
1 Condition,132,12,8,stayers,2017-02-01,2017-02-28,Q13c2,with_only_children,0
1 Condition,132,12,8,stayers,2017-02-01,2017-02-28,Q13c2,unknown_household_type,0
2 Conditions,71,6,3,stayers,2017-02-01,2017-02-28,Q13c2,without_children,62
2 Conditions,71,6,3,stayers,2017-02-01,2017-02-28,Q13c2,with_only_children,0
2 Conditions,71,6,3,stayers,2017-02-01,2017-02-28,Q13c2,unknown_household_type,0
3+ Conditions,39,1,0,stayers,2017-02-01,2017-02-28,Q13c2,without_children,37
3+ Conditions,39,1,0,stayers,2017-02-01,2017-02-28,Q13c2,with_only_children,1
3+ Conditions,39,1,0,stayers,2017-02-01,2017-02-28,Q13c2,unknown_household_type,0
Condition Unknown,6,2,1,stayers,2017-02-01,2017-02-28,Q13c2,without_children,3
Condition Unknown,6,2,1,stayers,2017-02-01,2017-02-28,Q13c2,with_only_children,0
Condition Unknown,6,2,1,stayers,2017-02-01,2017-02-28,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2017-02-01,2017-02-28,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2017-02-01,2017-02-28,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2017-02-01,2017-02-28,Q13c2,unknown_household_type,0
Data Not Collected,6,0,0,stayers,2017-02-01,2017-02-28,Q13c2,without_children,2
Data Not Collected,6,0,0,stayers,2017-02-01,2017-02-28,Q13c2,with_only_children,1
Data Not Collected,6,0,0,stayers,2017-02-01,2017-02-28,Q13c2,unknown_household_type,3
