dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,11,all_persons,2017-02-01,2017-02-28,Q14b,without_children,4
Yes,11,all_persons,2017-02-01,2017-02-28,Q14b,with_children_and_adults,7
Yes,11,all_persons,2017-02-01,2017-02-28,Q14b,with_only_children,0
Yes,11,all_persons,2017-02-01,2017-02-28,Q14b,unknown_household_type,0
No,40,all_persons,2017-02-01,2017-02-28,Q14b,without_children,23
No,40,all_persons,2017-02-01,2017-02-28,Q14b,with_children_and_adults,17
No,40,all_persons,2017-02-01,2017-02-28,Q14b,with_only_children,0
No,40,all_persons,2017-02-01,2017-02-28,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-02-01,2017-02-28,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-02-01,2017-02-28,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-02-01,2017-02-28,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-02-01,2017-02-28,Q14b,unknown_household_type,0
Data Not Collected,15,all_persons,2017-02-01,2017-02-28,Q14b,without_children,14
Data Not Collected,15,all_persons,2017-02-01,2017-02-28,Q14b,with_children_and_adults,1
Data Not Collected,15,all_persons,2017-02-01,2017-02-28,Q14b,with_only_children,0
Data Not Collected,15,all_persons,2017-02-01,2017-02-28,Q14b,unknown_household_type,0
