length,total,population,start_date,end_date,question,status,count
30 days or less,200,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,90
30 days or less,200,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,110
31 to 60 days,81,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,32
31 to 60 days,81,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,49
61 to 90 days,61,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,30
61 to 90 days,61,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,31
91 to 180 days,63,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,20
91 to 180 days,63,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,43
181 to 365 days,65,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,12
181 to 365 days,65,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,53
366 to 730 Days (1-2 Yrs),40,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),40,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,39
"731 to 1,095 Days (2-3 Yrs)",10,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",10,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,10
"1,096 to 1,460 Days (3-4 Yrs)",8,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",8,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,8
"1,461 to 1,825 Days (5-5 Yrs)",17,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",17,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,17
"More than 1,825 Days (>5 Yrs)",60,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",60,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,60
Data Not Collected,0,all_persons,2017-02-01,2017-02-28,Q22a1,leavers,0
Data Not Collected,0,all_persons,2017-02-01,2017-02-28,Q22a1,stayers,0
