ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,59,all_households,2017-02-01,2017-02-28,Q26a,without_children,58
Chronically Homeless ,59,all_households,2017-02-01,2017-02-28,Q26a,with_children_and_adults,1
Chronically Homeless ,59,all_households,2017-02-01,2017-02-28,Q26a,with_only_children,0
Chronically Homeless ,59,all_households,2017-02-01,2017-02-28,Q26a,unknown_household_type,0
Not Chronically Homeless,291,all_households,2017-02-01,2017-02-28,Q26a,without_children,224
Not Chronically Homeless,291,all_households,2017-02-01,2017-02-28,Q26a,with_children_and_adults,66
Not Chronically Homeless,291,all_households,2017-02-01,2017-02-28,Q26a,with_only_children,1
Not Chronically Homeless,291,all_households,2017-02-01,2017-02-28,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_households,2017-02-01,2017-02-28,Q26a,without_children,3
Client Doesn't Know/Client Refused,3,all_households,2017-02-01,2017-02-28,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_households,2017-02-01,2017-02-28,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_households,2017-02-01,2017-02-28,Q26a,unknown_household_type,0
Data Not Collected,27,all_households,2017-02-01,2017-02-28,Q26a,without_children,27
Data Not Collected,27,all_households,2017-02-01,2017-02-28,Q26a,with_children_and_adults,0
Data Not Collected,27,all_households,2017-02-01,2017-02-28,Q26a,with_only_children,0
Data Not Collected,27,all_households,2017-02-01,2017-02-28,Q26a,unknown_household_type,0
