conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,25,5,0,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,20
Mental Health Disorder,25,5,0,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
Mental Health Disorder,25,5,0,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
Alcohol Use Disorder,2,1,0,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,1
Alcohol Use Disorder,2,1,0,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
Alcohol Use Disorder,2,1,0,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
Drug Use Disorder,4,3,0,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,1
Drug Use Disorder,4,3,0,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
Drug Use Disorder,4,3,0,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,3,0,0,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,3
Both Alcohol and Drug Use Disorders,3,0,0,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,3,0,0,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
Chronic Health Condition,11,1,0,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,10
Chronic Health Condition,11,1,0,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
Chronic Health Condition,11,1,0,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
HIV/AIDS,1,0,0,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,1
HIV/AIDS,1,0,0,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
HIV/AIDS,1,0,0,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
Development Disability,3,0,2,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,1
Development Disability,3,0,2,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
Development Disability,3,0,2,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
Physical Disability,19,2,1,all_persons,2017-02-01,2017-02-28,Q13b1,without_children,16
Physical Disability,19,2,1,all_persons,2017-02-01,2017-02-28,Q13b1,with_only_children,0
Physical Disability,19,2,1,all_persons,2017-02-01,2017-02-28,Q13b1,unknown_household_type,0
