ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,64,all_persons,2017-02-01,2017-02-28,Q26b,without_children,61
Chronically Homeless ,64,all_persons,2017-02-01,2017-02-28,Q26b,with_children_and_adults,3
Chronically Homeless ,64,all_persons,2017-02-01,2017-02-28,Q26b,with_only_children,0
Chronically Homeless ,64,all_persons,2017-02-01,2017-02-28,Q26b,unknown_household_type,0
Not Chronically Homeless,507,all_persons,2017-02-01,2017-02-28,Q26b,without_children,251
Not Chronically Homeless,507,all_persons,2017-02-01,2017-02-28,Q26b,with_children_and_adults,245
Not Chronically Homeless,507,all_persons,2017-02-01,2017-02-28,Q26b,with_only_children,10
Not Chronically Homeless,507,all_persons,2017-02-01,2017-02-28,Q26b,unknown_household_type,1
Client Doesn't Know/Client Refused,3,all_persons,2017-02-01,2017-02-28,Q26b,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2017-02-01,2017-02-28,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2017-02-01,2017-02-28,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2017-02-01,2017-02-28,Q26b,unknown_household_type,0
Data Not Collected,31,all_persons,2017-02-01,2017-02-28,Q26b,without_children,29
Data Not Collected,31,all_persons,2017-02-01,2017-02-28,Q26b,with_children_and_adults,0
Data Not Collected,31,all_persons,2017-02-01,2017-02-28,Q26b,with_only_children,0
Data Not Collected,31,all_persons,2017-02-01,2017-02-28,Q26b,unknown_household_type,2
