veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_households,2017-02-01,2017-02-28,Q25b,without_children,18
Chronically Homeless Veteran,18,all_households,2017-02-01,2017-02-28,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,18,all_households,2017-02-01,2017-02-28,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,10,all_households,2017-02-01,2017-02-28,Q25b,without_children,10
Non-Chronically Homeless Veteran,10,all_households,2017-02-01,2017-02-28,Q25b,with_children_and_adults,0
Non-Chronically Homeless Veteran,10,all_households,2017-02-01,2017-02-28,Q25b,unknown_household_type,0
Not a Veteran,335,all_households,2017-02-01,2017-02-28,Q25b,without_children,269
Not a Veteran,335,all_households,2017-02-01,2017-02-28,Q25b,with_children_and_adults,66
Not a Veteran,335,all_households,2017-02-01,2017-02-28,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2017-02-01,2017-02-28,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2017-02-01,2017-02-28,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2017-02-01,2017-02-28,Q25b,unknown_household_type,0
Data Not Collected,14,all_households,2017-02-01,2017-02-28,Q25b,without_children,14
Data Not Collected,14,all_households,2017-02-01,2017-02-28,Q25b,with_children_and_adults,0
Data Not Collected,14,all_households,2017-02-01,2017-02-28,Q25b,unknown_household_type,0
