income_range,population,start_date,end_date,question,status,count
No Income,adults,2019-03-01,2019-03-31,Q16,income_at_start,211
No Income,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,9
No Income,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,63
$1 -  $150,adults,2019-03-01,2019-03-31,Q16,income_at_start,3
$1 -  $150,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2019-03-01,2019-03-31,Q16,income_at_start,10
$151 - $250,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,1
$251 - $500,adults,2019-03-01,2019-03-31,Q16,income_at_start,27
$251 - $500,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,7
$501 - $1000,adults,2019-03-01,2019-03-31,Q16,income_at_start,112
$501 - $1000,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,19
$501 - $1000,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,42
$1001 - $1500,adults,2019-03-01,2019-03-31,Q16,income_at_start,85
$1001 - $1500,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,15
$1001 - $1500,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,33
$1501 - $2000,adults,2019-03-01,2019-03-31,Q16,income_at_start,64
$1501 - $2000,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,7
$1501 - $2000,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,20
$2001+,adults,2019-03-01,2019-03-31,Q16,income_at_start,52
$2001+,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,5
$2001+,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,19
Client Doesn't Know/Client Refused,adults,2019-03-01,2019-03-31,Q16,income_at_start,1
Client Doesn't Know/Client Refused,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2019-03-01,2019-03-31,Q16,income_at_start,142
Data Not Collected,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,74
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-03-01,2019-03-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,326
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-03-01,2019-03-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,62
Number of Adult Stayers without Required Annual Assessment,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2019-03-01,2019-03-31,Q16,income_at_start,707
Total Adults,adults,2019-03-01,2019-03-31,Q16,income_at_latest_annual_assessment_for_stayers,447
Total Adults,adults,2019-03-01,2019-03-31,Q16,income_at_exit_for_leavers,260
