number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,155
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,63
Adults with Only Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,159
Adults with Only Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,35
Adults with Only Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,50
Adults with Both Earned and Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,39
Adults with Both Earned and Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,10
Adults with No Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,340
Adults with No Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,136
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,326
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,62
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,707
Total Adults,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,447
Total Adults,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,260
1 or More Source of Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,381
1 or More Source of Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,50
1 or More Source of Income,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,132
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-03-01,2019-03-31,Q18,number_of_adults_at_exit_leavers,0
