ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,100,all_persons,2019-03-01,2019-03-31,Q26b,without_children,83
Chronically Homeless ,100,all_persons,2019-03-01,2019-03-31,Q26b,with_children_and_adults,17
Chronically Homeless ,100,all_persons,2019-03-01,2019-03-31,Q26b,with_only_children,0
Chronically Homeless ,100,all_persons,2019-03-01,2019-03-31,Q26b,unknown_household_type,0
Not Chronically Homeless,776,all_persons,2019-03-01,2019-03-31,Q26b,without_children,455
Not Chronically Homeless,776,all_persons,2019-03-01,2019-03-31,Q26b,with_children_and_adults,302
Not Chronically Homeless,776,all_persons,2019-03-01,2019-03-31,Q26b,with_only_children,11
Not Chronically Homeless,776,all_persons,2019-03-01,2019-03-31,Q26b,unknown_household_type,8
Client Doesn't Know/Client Refused,12,all_persons,2019-03-01,2019-03-31,Q26b,without_children,12
Client Doesn't Know/Client Refused,12,all_persons,2019-03-01,2019-03-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,12,all_persons,2019-03-01,2019-03-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,12,all_persons,2019-03-01,2019-03-31,Q26b,unknown_household_type,0
Data Not Collected,22,all_persons,2019-03-01,2019-03-31,Q26b,without_children,21
Data Not Collected,22,all_persons,2019-03-01,2019-03-31,Q26b,with_children_and_adults,1
Data Not Collected,22,all_persons,2019-03-01,2019-03-31,Q26b,with_only_children,0
Data Not Collected,22,all_persons,2019-03-01,2019-03-31,Q26b,unknown_household_type,0
