time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,47,all_persons,2019-03-01,2019-03-31,Q22e,without_children,38
7 days or less,47,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,9
7 days or less,47,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
7 days or less,47,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
8 to 14 days,6,all_persons,2019-03-01,2019-03-31,Q22e,without_children,4
8 to 14 days,6,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,2
8 to 14 days,6,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
8 to 14 days,6,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
15 to 21 days,6,all_persons,2019-03-01,2019-03-31,Q22e,without_children,4
15 to 21 days,6,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,2
15 to 21 days,6,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
15 to 21 days,6,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
22 to 30 days,12,all_persons,2019-03-01,2019-03-31,Q22e,without_children,6
22 to 30 days,12,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,6
22 to 30 days,12,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
22 to 30 days,12,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
31 to 60 days,27,all_persons,2019-03-01,2019-03-31,Q22e,without_children,12
31 to 60 days,27,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,15
31 to 60 days,27,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
31 to 60 days,27,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
61 to 180 days,68,all_persons,2019-03-01,2019-03-31,Q22e,without_children,25
61 to 180 days,68,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,43
61 to 180 days,68,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
61 to 180 days,68,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
181 to 365 days,51,all_persons,2019-03-01,2019-03-31,Q22e,without_children,29
181 to 365 days,51,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,22
181 to 365 days,51,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
181 to 365 days,51,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),34,all_persons,2019-03-01,2019-03-31,Q22e,without_children,34
366-730 days (1-2 years),34,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,0
366-730 days (1-2 years),34,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
366-730 days (1-2 years),34,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
731 days or more,54,all_persons,2019-03-01,2019-03-31,Q22e,without_children,45
731 days or more,54,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,9
731 days or more,54,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
731 days or more,54,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
Total (persons moved into housing),305,all_persons,2019-03-01,2019-03-31,Q22e,without_children,197
Total (persons moved into housing),305,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,108
Total (persons moved into housing),305,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
Total (persons moved into housing),305,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
Not yet moved into housing,45,all_persons,2019-03-01,2019-03-31,Q22e,without_children,17
Not yet moved into housing,45,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,28
Not yet moved into housing,45,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
Not yet moved into housing,45,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
Data not collected,9,all_persons,2019-03-01,2019-03-31,Q22e,without_children,9
Data not collected,9,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,0
Data not collected,9,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
Data not collected,9,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
Total persons,359,all_persons,2019-03-01,2019-03-31,Q22e,without_children,223
Total persons,359,all_persons,2019-03-01,2019-03-31,Q22e,with_children_and_adults,136
Total persons,359,all_persons,2019-03-01,2019-03-31,Q22e,with_only_children,0
Total persons,359,all_persons,2019-03-01,2019-03-31,Q22e,unknown_household_type,0
