dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,36,all_persons,2019-03-01,2019-03-31,Q14b,without_children,22
Yes,36,all_persons,2019-03-01,2019-03-31,Q14b,with_children_and_adults,14
Yes,36,all_persons,2019-03-01,2019-03-31,Q14b,with_only_children,0
Yes,36,all_persons,2019-03-01,2019-03-31,Q14b,unknown_household_type,0
No,142,all_persons,2019-03-01,2019-03-31,Q14b,without_children,115
No,142,all_persons,2019-03-01,2019-03-31,Q14b,with_children_and_adults,27
No,142,all_persons,2019-03-01,2019-03-31,Q14b,with_only_children,0
No,142,all_persons,2019-03-01,2019-03-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-03-01,2019-03-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-03-01,2019-03-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-03-01,2019-03-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-03-01,2019-03-31,Q14b,unknown_household_type,0
Data Not Collected,5,all_persons,2019-03-01,2019-03-31,Q14b,without_children,4
Data Not Collected,5,all_persons,2019-03-01,2019-03-31,Q14b,with_children_and_adults,1
Data Not Collected,5,all_persons,2019-03-01,2019-03-31,Q14b,with_only_children,0
Data Not Collected,5,all_persons,2019-03-01,2019-03-31,Q14b,unknown_household_type,0
