ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),825,all_persons,2019-03-01,2019-03-31,Q12b,without_children,532
Non-Hispanic/Non-Latin(a)(o)(x),825,all_persons,2019-03-01,2019-03-31,Q12b,with_children_and_adults,275
Non-Hispanic/Non-Latin(a)(o)(x),825,all_persons,2019-03-01,2019-03-31,Q12b,with_only_children,11
Non-Hispanic/Non-Latin(a)(o)(x),825,all_persons,2019-03-01,2019-03-31,Q12b,unknown_household_type,7
Hispanic/Latin(a)(o)(x),83,all_persons,2019-03-01,2019-03-31,Q12b,without_children,39
Hispanic/Latin(a)(o)(x),83,all_persons,2019-03-01,2019-03-31,Q12b,with_children_and_adults,44
Hispanic/Latin(a)(o)(x),83,all_persons,2019-03-01,2019-03-31,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),83,all_persons,2019-03-01,2019-03-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2019-03-01,2019-03-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-03-01,2019-03-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2019-03-01,2019-03-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-03-01,2019-03-31,Q12b,unknown_household_type,0
Data Not Collected,1,all_persons,2019-03-01,2019-03-31,Q12b,without_children,0
Data Not Collected,1,all_persons,2019-03-01,2019-03-31,Q12b,with_children_and_adults,0
Data Not Collected,1,all_persons,2019-03-01,2019-03-31,Q12b,with_only_children,0
Data Not Collected,1,all_persons,2019-03-01,2019-03-31,Q12b,unknown_household_type,1
