count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_entry,392
No Sources,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,21
No Sources,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_exit_for_leavers,131
1 + Source(s),all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_entry,233
1 + Source(s),all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,33
1 + Source(s),all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_exit_for_leavers,86
Client Doesn't Know/Client Refused,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_entry,82
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,393
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2019-03-01,2019-03-31,Q20b,benefit_at_exit_for_leavers,43
