length,total,population,start_date,end_date,question,status,count
30 days or less,355,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,218
30 days or less,355,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,137
31 to 60 days,130,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,30
31 to 60 days,130,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,100
61 to 90 days,68,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,16
61 to 90 days,68,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,52
91 to 180 days,120,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,15
91 to 180 days,120,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,105
181 to 365 days,86,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,7
181 to 365 days,86,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,79
366 to 730 Days (1-2 Yrs),62,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),62,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,60
"731 to 1,095 Days (2-3 Yrs)",32,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,1
"731 to 1,095 Days (2-3 Yrs)",32,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,31
"1,096 to 1,460 Days (3-4 Yrs)",20,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,1
"1,096 to 1,460 Days (3-4 Yrs)",20,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,19
"1,461 to 1,825 Days (5-5 Yrs)",3,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,3
"More than 1,825 Days (>5 Yrs)",34,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,1
"More than 1,825 Days (>5 Yrs)",34,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,33
Data Not Collected,0,all_persons,2019-03-01,2019-03-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2019-03-01,2019-03-31,Q22a1,stayers,0
