"""Total Number of Persons Served""",1056
"""Number of Adults (age 18 or over)""",805
"""Number of Children (under age 18)""",242
"""Number of Persons with Unknown Age""",9
"""Number of Leavers""",254
"""Number of Adult Leavers""",216
"""Number of Adult and Head of Household Leavers""",216
"""Number of Stayers""",802
"""Number of Adult Stayers""",589
"""Number of Veterans""",49
"""Number of Chronically Homeless Persons""",150
"""Number of Youth Under Age 25""",56
"""Number of Parenting Youth Under Age 25 with Children""",10
"""Number of Adult Heads of Household""",660
"""Number of Child and Unknown-Age Heads of Household""",0
"""Heads of Households and Adult Stayers in the Project 365 Days or More""",260
