income_range,population,start_date,end_date,question,status,count
No Income,adults,2015-05-01,2015-05-31,Q16,income_at_start,133
No Income,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,2
No Income,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,21
$1 -  $150,adults,2015-05-01,2015-05-31,Q16,income_at_start,3
$1 -  $150,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2015-05-01,2015-05-31,Q16,income_at_start,2
$151 - $250,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2015-05-01,2015-05-31,Q16,income_at_start,18
$251 - $500,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$251 - $500,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,4
$501 - $1000,adults,2015-05-01,2015-05-31,Q16,income_at_start,66
$501 - $1000,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,9
$501 - $1000,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,10
$1001 - $1500,adults,2015-05-01,2015-05-31,Q16,income_at_start,65
$1001 - $1500,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,5
$1001 - $1500,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,7
$1501 - $2000,adults,2015-05-01,2015-05-31,Q16,income_at_start,16
$1501 - $2000,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1501 - $2000,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,3
$2001+,adults,2015-05-01,2015-05-31,Q16,income_at_start,20
$2001+,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$2001+,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,7
Client Doesn't Know/Client Refused,adults,2015-05-01,2015-05-31,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2015-05-01,2015-05-31,Q16,income_at_start,29
Data Not Collected,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Data Not Collected,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,3
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2015-05-01,2015-05-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,196
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2015-05-01,2015-05-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,80
Number of Adult Stayers without Required Annual Assessment,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2015-05-01,2015-05-31,Q16,income_at_start,352
Total Adults,adults,2015-05-01,2015-05-31,Q16,income_at_latest_annual_assessment_for_stayers,296
Total Adults,adults,2015-05-01,2015-05-31,Q16,income_at_exit_for_leavers,56
