time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,23,all_persons,2015-05-01,2015-05-31,Q22e,without_children,18
7 days or less,23,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,5
7 days or less,23,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
7 days or less,23,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
8 to 14 days,4,all_persons,2015-05-01,2015-05-31,Q22e,without_children,4
8 to 14 days,4,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,0
8 to 14 days,4,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
8 to 14 days,4,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
15 to 21 days,1,all_persons,2015-05-01,2015-05-31,Q22e,without_children,1
15 to 21 days,1,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,0
15 to 21 days,1,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
15 to 21 days,1,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
22 to 30 days,8,all_persons,2015-05-01,2015-05-31,Q22e,without_children,3
22 to 30 days,8,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,5
22 to 30 days,8,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
22 to 30 days,8,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
31 to 60 days,10,all_persons,2015-05-01,2015-05-31,Q22e,without_children,8
31 to 60 days,10,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,2
31 to 60 days,10,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
31 to 60 days,10,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
61 to 180 days,44,all_persons,2015-05-01,2015-05-31,Q22e,without_children,27
61 to 180 days,44,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,17
61 to 180 days,44,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
61 to 180 days,44,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
181 to 365 days,15,all_persons,2015-05-01,2015-05-31,Q22e,without_children,11
181 to 365 days,15,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,4
181 to 365 days,15,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
181 to 365 days,15,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),14,all_persons,2015-05-01,2015-05-31,Q22e,without_children,14
366-730 days (1-2 years),14,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,0
366-730 days (1-2 years),14,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
366-730 days (1-2 years),14,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
731 days or more,7,all_persons,2015-05-01,2015-05-31,Q22e,without_children,7
731 days or more,7,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,0
731 days or more,7,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
731 days or more,7,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
Total (persons moved into housing),126,all_persons,2015-05-01,2015-05-31,Q22e,without_children,93
Total (persons moved into housing),126,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,33
Total (persons moved into housing),126,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
Total (persons moved into housing),126,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
Not yet moved into housing,34,all_persons,2015-05-01,2015-05-31,Q22e,without_children,11
Not yet moved into housing,34,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,23
Not yet moved into housing,34,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
Not yet moved into housing,34,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
Data not collected,82,all_persons,2015-05-01,2015-05-31,Q22e,without_children,51
Data not collected,82,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,31
Data not collected,82,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
Data not collected,82,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
Total persons,242,all_persons,2015-05-01,2015-05-31,Q22e,without_children,155
Total persons,242,all_persons,2015-05-01,2015-05-31,Q22e,with_children_and_adults,87
Total persons,242,all_persons,2015-05-01,2015-05-31,Q22e,with_only_children,0
Total persons,242,all_persons,2015-05-01,2015-05-31,Q22e,unknown_household_type,0
