dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,0,all_persons,2015-05-01,2015-05-31,Q14b,without_children,0
Yes,0,all_persons,2015-05-01,2015-05-31,Q14b,with_children_and_adults,0
Yes,0,all_persons,2015-05-01,2015-05-31,Q14b,with_only_children,0
Yes,0,all_persons,2015-05-01,2015-05-31,Q14b,unknown_household_type,0
No,8,all_persons,2015-05-01,2015-05-31,Q14b,without_children,5
No,8,all_persons,2015-05-01,2015-05-31,Q14b,with_children_and_adults,3
No,8,all_persons,2015-05-01,2015-05-31,Q14b,with_only_children,0
No,8,all_persons,2015-05-01,2015-05-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-05-01,2015-05-31,Q14b,unknown_household_type,0
Data Not Collected,29,all_persons,2015-05-01,2015-05-31,Q14b,without_children,18
Data Not Collected,29,all_persons,2015-05-01,2015-05-31,Q14b,with_children_and_adults,11
Data Not Collected,29,all_persons,2015-05-01,2015-05-31,Q14b,with_only_children,0
Data Not Collected,29,all_persons,2015-05-01,2015-05-31,Q14b,unknown_household_type,0
