race,total,population,start_date,end_date,question,household_type,count
White,338,all_persons,2015-05-01,2015-05-31,Q12a,without_children,191
White,338,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,146
White,338,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,0
White,338,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,1
"Black, African American, or African",86,all_persons,2015-05-01,2015-05-31,Q12a,without_children,59
"Black, African American, or African",86,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,25
"Black, African American, or African",86,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,2
"Black, African American, or African",86,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2015-05-01,2015-05-31,Q12a,without_children,1
Asian or Asian American,1,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-05-01,2015-05-31,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,1,all_persons,2015-05-01,2015-05-31,Q12a,without_children,1
Native Hawaiian or Pacific Islander,1,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,1,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,1,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,0
Multiple Races,29,all_persons,2015-05-01,2015-05-31,Q12a,without_children,14
Multiple Races,29,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,15
Multiple Races,29,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,0
Multiple Races,29,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2015-05-01,2015-05-31,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,0
Data Not Collected,2,all_persons,2015-05-01,2015-05-31,Q12a,without_children,1
Data Not Collected,2,all_persons,2015-05-01,2015-05-31,Q12a,with_children_and_adults,0
Data Not Collected,2,all_persons,2015-05-01,2015-05-31,Q12a,with_only_children,0
Data Not Collected,2,all_persons,2015-05-01,2015-05-31,Q12a,unknown_household_type,1
