veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,0,all_persons,2015-05-01,2015-05-31,Q25a,without_children,0
Chronically Homeless Veteran,0,all_persons,2015-05-01,2015-05-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,0,all_persons,2015-05-01,2015-05-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,6,all_persons,2015-05-01,2015-05-31,Q25a,without_children,6
Non-Chronically Homeless Veteran,6,all_persons,2015-05-01,2015-05-31,Q25a,with_children_and_adults,0
Non-Chronically Homeless Veteran,6,all_persons,2015-05-01,2015-05-31,Q25a,unknown_household_type,0
Not a Veteran,338,all_persons,2015-05-01,2015-05-31,Q25a,without_children,256
Not a Veteran,338,all_persons,2015-05-01,2015-05-31,Q25a,with_children_and_adults,81
Not a Veteran,338,all_persons,2015-05-01,2015-05-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2015-05-01,2015-05-31,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-05-01,2015-05-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-05-01,2015-05-31,Q25a,unknown_household_type,0
Data Not Collected,6,all_persons,2015-05-01,2015-05-31,Q25a,without_children,5
Data Not Collected,6,all_persons,2015-05-01,2015-05-31,Q25a,with_children_and_adults,1
Data Not Collected,6,all_persons,2015-05-01,2015-05-31,Q25a,unknown_household_type,0
