dv_history,total,population,start_date,end_date,question,household_type,count
Yes,37,all_persons,2015-05-01,2015-05-31,Q14a,without_children,23
Yes,37,all_persons,2015-05-01,2015-05-31,Q14a,with_children_and_adults,14
Yes,37,all_persons,2015-05-01,2015-05-31,Q14a,with_only_children,0
Yes,37,all_persons,2015-05-01,2015-05-31,Q14a,unknown_household_type,0
No,299,all_persons,2015-05-01,2015-05-31,Q14a,without_children,230
No,299,all_persons,2015-05-01,2015-05-31,Q14a,with_children_and_adults,69
No,299,all_persons,2015-05-01,2015-05-31,Q14a,with_only_children,0
No,299,all_persons,2015-05-01,2015-05-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2015-05-01,2015-05-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2015-05-01,2015-05-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2015-05-01,2015-05-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2015-05-01,2015-05-31,Q14a,unknown_household_type,0
Data Not Collected,16,all_persons,2015-05-01,2015-05-31,Q14a,without_children,15
Data Not Collected,16,all_persons,2015-05-01,2015-05-31,Q14a,with_children_and_adults,0
Data Not Collected,16,all_persons,2015-05-01,2015-05-31,Q14a,with_only_children,0
Data Not Collected,16,all_persons,2015-05-01,2015-05-31,Q14a,unknown_household_type,1
