count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,196
No Sources,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,4
No Sources,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,26
1 + Source(s),all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,119
1 + Source(s),all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,15
1 + Source(s),all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,25
Client Doesn't Know/Client Refused,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_entry,37
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,277
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2015-05-01,2015-05-31,Q20b,benefit_at_exit_for_leavers,5
