conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,120,14,6,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,99
Mental Health Disorder,120,14,6,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,1
Mental Health Disorder,120,14,6,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,17,0,0,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,17
Alcohol Use Disorder,17,0,0,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,0
Alcohol Use Disorder,17,0,0,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
Drug Use Disorder,8,2,0,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,6
Drug Use Disorder,8,2,0,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,0
Drug Use Disorder,8,2,0,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,18
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,1
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
Chronic Health Condition,66,11,9,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,46
Chronic Health Condition,66,11,9,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,0
Chronic Health Condition,66,11,9,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
HIV/AIDS,80,0,0,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,80
HIV/AIDS,80,0,0,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,0
HIV/AIDS,80,0,0,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
Development Disability,26,3,9,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,14
Development Disability,26,3,9,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,0
Development Disability,26,3,9,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
Physical Disability,93,10,0,all_persons,2017-12-01,2017-12-31,Q13a1,without_children,83
Physical Disability,93,10,0,all_persons,2017-12-01,2017-12-31,Q13a1,with_only_children,0
Physical Disability,93,10,0,all_persons,2017-12-01,2017-12-31,Q13a1,unknown_household_type,0
