veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_persons,2017-12-01,2017-12-31,Q25a,without_children,18
Chronically Homeless Veteran,18,all_persons,2017-12-01,2017-12-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,18,all_persons,2017-12-01,2017-12-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,10,all_persons,2017-12-01,2017-12-31,Q25a,without_children,6
Non-Chronically Homeless Veteran,10,all_persons,2017-12-01,2017-12-31,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,10,all_persons,2017-12-01,2017-12-31,Q25a,unknown_household_type,0
Not a Veteran,387,all_persons,2017-12-01,2017-12-31,Q25a,without_children,300
Not a Veteran,387,all_persons,2017-12-01,2017-12-31,Q25a,with_children_and_adults,86
Not a Veteran,387,all_persons,2017-12-01,2017-12-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2017-12-01,2017-12-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-12-01,2017-12-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-12-01,2017-12-31,Q25a,unknown_household_type,0
Data Not Collected,9,all_persons,2017-12-01,2017-12-31,Q25a,without_children,8
Data Not Collected,9,all_persons,2017-12-01,2017-12-31,Q25a,with_children_and_adults,1
Data Not Collected,9,all_persons,2017-12-01,2017-12-31,Q25a,unknown_household_type,0
