dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,18,all_persons,2017-12-01,2017-12-31,Q14b,without_children,9
Yes,18,all_persons,2017-12-01,2017-12-31,Q14b,with_children_and_adults,9
Yes,18,all_persons,2017-12-01,2017-12-31,Q14b,with_only_children,0
Yes,18,all_persons,2017-12-01,2017-12-31,Q14b,unknown_household_type,0
No,39,all_persons,2017-12-01,2017-12-31,Q14b,without_children,23
No,39,all_persons,2017-12-01,2017-12-31,Q14b,with_children_and_adults,16
No,39,all_persons,2017-12-01,2017-12-31,Q14b,with_only_children,0
No,39,all_persons,2017-12-01,2017-12-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-12-01,2017-12-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-12-01,2017-12-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-12-01,2017-12-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-12-01,2017-12-31,Q14b,unknown_household_type,0
Data Not Collected,10,all_persons,2017-12-01,2017-12-31,Q14b,without_children,10
Data Not Collected,10,all_persons,2017-12-01,2017-12-31,Q14b,with_children_and_adults,0
Data Not Collected,10,all_persons,2017-12-01,2017-12-31,Q14b,with_only_children,0
Data Not Collected,10,all_persons,2017-12-01,2017-12-31,Q14b,unknown_household_type,0
