ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),534,all_persons,2017-12-01,2017-12-31,Q12b,without_children,311
Non-Hispanic/Non-Latin(a)(o)(x),534,all_persons,2017-12-01,2017-12-31,Q12b,with_children_and_adults,212
Non-Hispanic/Non-Latin(a)(o)(x),534,all_persons,2017-12-01,2017-12-31,Q12b,with_only_children,10
Non-Hispanic/Non-Latin(a)(o)(x),534,all_persons,2017-12-01,2017-12-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),41,all_persons,2017-12-01,2017-12-31,Q12b,without_children,22
Hispanic/Latin(a)(o)(x),41,all_persons,2017-12-01,2017-12-31,Q12b,with_children_and_adults,18
Hispanic/Latin(a)(o)(x),41,all_persons,2017-12-01,2017-12-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),41,all_persons,2017-12-01,2017-12-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2017-12-01,2017-12-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-12-01,2017-12-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-12-01,2017-12-31,Q12b,with_only_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-12-01,2017-12-31,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2017-12-01,2017-12-31,Q12b,without_children,0
Data Not Collected,2,all_persons,2017-12-01,2017-12-31,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-12-01,2017-12-31,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2017-12-01,2017-12-31,Q12b,unknown_household_type,2
