conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,99,12,6,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,80
Mental Health Disorder,99,12,6,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,1
Mental Health Disorder,99,12,6,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,14,0,0,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,14
Alcohol Use Disorder,14,0,0,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,0
Alcohol Use Disorder,14,0,0,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
Drug Use Disorder,7,2,0,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,5
Drug Use Disorder,7,2,0,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,0
Drug Use Disorder,7,2,0,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,16
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,1
Both Alcohol and Drug Use Disorders,18,1,0,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
Chronic Health Condition,56,9,7,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,40
Chronic Health Condition,56,9,7,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,0
Chronic Health Condition,56,9,7,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
HIV/AIDS,74,0,0,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,74
HIV/AIDS,74,0,0,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,0
HIV/AIDS,74,0,0,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
Development Disability,20,3,8,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,9
Development Disability,20,3,8,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,0
Development Disability,20,3,8,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
Physical Disability,74,7,0,all_persons,2017-12-01,2017-12-31,Q13c1,without_children,67
Physical Disability,74,7,0,all_persons,2017-12-01,2017-12-31,Q13c1,with_only_children,0
Physical Disability,74,7,0,all_persons,2017-12-01,2017-12-31,Q13c1,unknown_household_type,0
