length,total,population,start_date,end_date,question,status,count
30 days or less,181,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,65
30 days or less,181,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,116
31 to 60 days,90,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,37
31 to 60 days,90,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,53
61 to 90 days,54,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,17
61 to 90 days,54,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,37
91 to 180 days,94,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,34
91 to 180 days,94,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,60
181 to 365 days,32,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,6
181 to 365 days,32,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,26
366 to 730 Days (1-2 Yrs),53,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),53,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,51
"731 to 1,095 Days (2-3 Yrs)",18,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",18,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,18
"1,096 to 1,460 Days (3-4 Yrs)",3,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,1
"1,096 to 1,460 Days (3-4 Yrs)",3,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",5,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,5
"More than 1,825 Days (>5 Yrs)",48,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,2
"More than 1,825 Days (>5 Yrs)",48,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,46
Data Not Collected,0,all_persons,2017-12-01,2017-12-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2017-12-01,2017-12-31,Q22a1,stayers,0
