count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,88,17,14,all_persons,2021-11-01,2021-11-30,Q13b2,without_children,57
None,88,17,14,all_persons,2021-11-01,2021-11-30,Q13b2,with_only_children,0
None,88,17,14,all_persons,2021-11-01,2021-11-30,Q13b2,unknown_household_type,0
1 Condition,41,1,0,all_persons,2021-11-01,2021-11-30,Q13b2,without_children,40
1 Condition,41,1,0,all_persons,2021-11-01,2021-11-30,Q13b2,with_only_children,0
1 Condition,41,1,0,all_persons,2021-11-01,2021-11-30,Q13b2,unknown_household_type,0
2 Conditions,20,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,without_children,20
2 Conditions,20,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,with_only_children,0
2 Conditions,20,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,unknown_household_type,0
3+ Conditions,10,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,without_children,10
3+ Conditions,10,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,with_only_children,0
3+ Conditions,10,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,unknown_household_type,0
Condition Unknown,22,2,3,all_persons,2021-11-01,2021-11-30,Q13b2,without_children,17
Condition Unknown,22,2,3,all_persons,2021-11-01,2021-11-30,Q13b2,with_only_children,0
Condition Unknown,22,2,3,all_persons,2021-11-01,2021-11-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2021-11-01,2021-11-30,Q13b2,unknown_household_type,0
Data Not Collected,21,1,15,all_persons,2021-11-01,2021-11-30,Q13b2,without_children,5
Data Not Collected,21,1,15,all_persons,2021-11-01,2021-11-30,Q13b2,with_only_children,0
Data Not Collected,21,1,15,all_persons,2021-11-01,2021-11-30,Q13b2,unknown_household_type,0
