conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,296,15,2,start,2021-11-01,2021-11-30,Q13a1,without_children,279
Mental Health Disorder,296,15,2,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
Mental Health Disorder,296,15,2,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,59,0,0,start,2021-11-01,2021-11-30,Q13a1,without_children,59
Alcohol Use Disorder,59,0,0,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
Alcohol Use Disorder,59,0,0,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,0
Drug Use Disorder,47,2,0,start,2021-11-01,2021-11-30,Q13a1,without_children,45
Drug Use Disorder,47,2,0,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
Drug Use Disorder,47,2,0,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,58,0,0,start,2021-11-01,2021-11-30,Q13a1,without_children,58
Both Alcohol and Drug Use Disorders,58,0,0,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,58,0,0,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,0
Chronic Health Condition,147,6,1,start,2021-11-01,2021-11-30,Q13a1,without_children,140
Chronic Health Condition,147,6,1,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
Chronic Health Condition,147,6,1,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,0
HIV/AIDS,99,7,0,start,2021-11-01,2021-11-30,Q13a1,without_children,92
HIV/AIDS,99,7,0,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
HIV/AIDS,99,7,0,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,0
Development Disability,62,1,9,start,2021-11-01,2021-11-30,Q13a1,without_children,51
Development Disability,62,1,9,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
Development Disability,62,1,9,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,1
Physical Disability,182,7,0,start,2021-11-01,2021-11-30,Q13a1,without_children,175
Physical Disability,182,7,0,start,2021-11-01,2021-11-30,Q13a1,with_only_children,0
Physical Disability,182,7,0,start,2021-11-01,2021-11-30,Q13a1,unknown_household_type,0
