persons_served,total,population,start_date,end_date,question,household_type,count
Adults,1203,all_persons,2021-11-01,2021-11-30,Q7a,without_children,978
Adults,1203,all_persons,2021-11-01,2021-11-30,Q7a,with_children_and_adults,220
Adults,1203,all_persons,2021-11-01,2021-11-30,Q7a,with_only_children,0
Adults,1203,all_persons,2021-11-01,2021-11-30,Q7a,unknown_household_type,5
Children,337,all_persons,2021-11-01,2021-11-30,Q7a,without_children,0
Children,337,all_persons,2021-11-01,2021-11-30,Q7a,with_children_and_adults,308
Children,337,all_persons,2021-11-01,2021-11-30,Q7a,with_only_children,29
Children,337,all_persons,2021-11-01,2021-11-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2021-11-01,2021-11-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-11-01,2021-11-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2021-11-01,2021-11-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-11-01,2021-11-30,Q7a,unknown_household_type,2
Data Not Collected,9,all_persons,2021-11-01,2021-11-30,Q7a,without_children,0
Data Not Collected,9,all_persons,2021-11-01,2021-11-30,Q7a,with_children_and_adults,0
Data Not Collected,9,all_persons,2021-11-01,2021-11-30,Q7a,with_only_children,0
Data Not Collected,9,all_persons,2021-11-01,2021-11-30,Q7a,unknown_household_type,9
For PSH and RRH - the total persons served who moved into housing,151,all_persons,2021-11-01,2021-11-30,Q7a,without_children,88
For PSH and RRH - the total persons served who moved into housing,151,all_persons,2021-11-01,2021-11-30,Q7a,with_children_and_adults,63
For PSH and RRH - the total persons served who moved into housing,151,all_persons,2021-11-01,2021-11-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,151,all_persons,2021-11-01,2021-11-30,Q7a,unknown_household_type,0
