dv_history,total,population,start_date,end_date,question,household_type,count
Yes,259,all_persons,2021-11-01,2021-11-30,Q14a,without_children,205
Yes,259,all_persons,2021-11-01,2021-11-30,Q14a,with_children_and_adults,54
Yes,259,all_persons,2021-11-01,2021-11-30,Q14a,with_only_children,0
Yes,259,all_persons,2021-11-01,2021-11-30,Q14a,unknown_household_type,0
No,900,all_persons,2021-11-01,2021-11-30,Q14a,without_children,744
No,900,all_persons,2021-11-01,2021-11-30,Q14a,with_children_and_adults,152
No,900,all_persons,2021-11-01,2021-11-30,Q14a,with_only_children,0
No,900,all_persons,2021-11-01,2021-11-30,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,7,all_persons,2021-11-01,2021-11-30,Q14a,without_children,7
Client Doesn't Know/Client Refused,7,all_persons,2021-11-01,2021-11-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,7,all_persons,2021-11-01,2021-11-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,7,all_persons,2021-11-01,2021-11-30,Q14a,unknown_household_type,0
Data Not Collected,39,all_persons,2021-11-01,2021-11-30,Q14a,without_children,22
Data Not Collected,39,all_persons,2021-11-01,2021-11-30,Q14a,with_children_and_adults,16
Data Not Collected,39,all_persons,2021-11-01,2021-11-30,Q14a,with_only_children,0
Data Not Collected,39,all_persons,2021-11-01,2021-11-30,Q14a,unknown_household_type,1
