ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,175,all_households,2021-11-01,2021-11-30,Q26a,without_children,170
Chronically Homeless ,175,all_households,2021-11-01,2021-11-30,Q26a,with_children_and_adults,5
Chronically Homeless ,175,all_households,2021-11-01,2021-11-30,Q26a,with_only_children,0
Chronically Homeless ,175,all_households,2021-11-01,2021-11-30,Q26a,unknown_household_type,0
Not Chronically Homeless,745,all_households,2021-11-01,2021-11-30,Q26a,without_children,623
Not Chronically Homeless,745,all_households,2021-11-01,2021-11-30,Q26a,with_children_and_adults,121
Not Chronically Homeless,745,all_households,2021-11-01,2021-11-30,Q26a,with_only_children,0
Not Chronically Homeless,745,all_households,2021-11-01,2021-11-30,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,19,all_households,2021-11-01,2021-11-30,Q26a,without_children,16
Client Doesn't Know/Client Refused,19,all_households,2021-11-01,2021-11-30,Q26a,with_children_and_adults,3
Client Doesn't Know/Client Refused,19,all_households,2021-11-01,2021-11-30,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,19,all_households,2021-11-01,2021-11-30,Q26a,unknown_household_type,0
Data Not Collected,48,all_households,2021-11-01,2021-11-30,Q26a,without_children,40
Data Not Collected,48,all_households,2021-11-01,2021-11-30,Q26a,with_children_and_adults,7
Data Not Collected,48,all_households,2021-11-01,2021-11-30,Q26a,with_only_children,0
Data Not Collected,48,all_households,2021-11-01,2021-11-30,Q26a,unknown_household_type,1
