living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",157,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,without_children,127
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",157,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_children_and_adults,30
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",157,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",157,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,without_children,3
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,283,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,without_children,261
Place not meant for human habitation,283,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_children_and_adults,22
Place not meant for human habitation,283,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,283,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,7,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,without_children,6
Safe Haven,7,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_children_and_adults,1
Safe Haven,7,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_only_children,0
Safe Haven,7,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,unknown_household_type,0
Host Home,1,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,without_children,1
Host Home,1,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_children_and_adults,0
Host Home,1,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,with_only_children,0
Host Home,1,all_persons,2021-11-01,2021-11-30,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,11,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,without_children,11
Psychiatric hospital or other psychiatric facility,11,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,11,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,11,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,14,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,without_children,14
Substance abuse treatment facility or detox center,14,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,14,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,14,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,33,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,without_children,33
Hospital or other residential non-psychiatric medical facility,33,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,33,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_only_children,0
Hospital or other residential non-psychiatric medical facility,33,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,unknown_household_type,0
"Jail, prison or juvenile detention facility",37,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,without_children,37
"Jail, prison or juvenile detention facility",37,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_children_and_adults,0
"Jail, prison or juvenile detention facility",37,all_persons,2021-11-01,2021-11-30,Q15,Institutional Settings,with_only_children,0
