gender_identity,total,population,start_date,end_date,question,household_type,count
Male,702,adults,2021-11-01,2021-11-30,Q10a,without_children,634
Male,702,adults,2021-11-01,2021-11-30,Q10a,with_children_and_adults,65
Male,702,adults,2021-11-01,2021-11-30,Q10a,unknown_household_type,3
Female,497,adults,2021-11-01,2021-11-30,Q10a,without_children,340
Female,497,adults,2021-11-01,2021-11-30,Q10a,with_children_and_adults,155
Female,497,adults,2021-11-01,2021-11-30,Q10a,unknown_household_type,2
No Single Gender,2,adults,2021-11-01,2021-11-30,Q10a,without_children,2
No Single Gender,2,adults,2021-11-01,2021-11-30,Q10a,with_children_and_adults,0
No Single Gender,2,adults,2021-11-01,2021-11-30,Q10a,unknown_household_type,0
Questioning,0,adults,2021-11-01,2021-11-30,Q10a,without_children,0
Questioning,0,adults,2021-11-01,2021-11-30,Q10a,with_children_and_adults,0
Questioning,0,adults,2021-11-01,2021-11-30,Q10a,unknown_household_type,0
Transgender,2,adults,2021-11-01,2021-11-30,Q10a,without_children,2
Transgender,2,adults,2021-11-01,2021-11-30,Q10a,with_children_and_adults,0
Transgender,2,adults,2021-11-01,2021-11-30,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2021-11-01,2021-11-30,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2021-11-01,2021-11-30,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2021-11-01,2021-11-30,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2021-11-01,2021-11-30,Q10a,without_children,0
Data Not Collected,0,adults,2021-11-01,2021-11-30,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2021-11-01,2021-11-30,Q10a,unknown_household_type,0
