length_participation,total,population,start_date,end_date,question,status,count
30 days or less,32,youth,2021-11-01,2021-11-30,Q27e,leavers,18
30 days or less,32,youth,2021-11-01,2021-11-30,Q27e,stayers,14
31 to 60 days,6,youth,2021-11-01,2021-11-30,Q27e,leavers,1
31 to 60 days,6,youth,2021-11-01,2021-11-30,Q27e,stayers,5
61 to 90 days,9,youth,2021-11-01,2021-11-30,Q27e,leavers,0
61 to 90 days,9,youth,2021-11-01,2021-11-30,Q27e,stayers,9
91 to 180 days,15,youth,2021-11-01,2021-11-30,Q27e,leavers,2
91 to 180 days,15,youth,2021-11-01,2021-11-30,Q27e,stayers,13
181 to 365 days,3,youth,2021-11-01,2021-11-30,Q27e,leavers,0
181 to 365 days,3,youth,2021-11-01,2021-11-30,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),11,youth,2021-11-01,2021-11-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),11,youth,2021-11-01,2021-11-30,Q27e,stayers,11
"731 to 1,095 Days (2-3 Yrs)",8,youth,2021-11-01,2021-11-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",8,youth,2021-11-01,2021-11-30,Q27e,stayers,8
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2021-11-01,2021-11-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2021-11-01,2021-11-30,Q27e,stayers,3
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2021-11-01,2021-11-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2021-11-01,2021-11-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2021-11-01,2021-11-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2021-11-01,2021-11-30,Q27e,stayers,6
Data Not Collected,0,youth,2021-11-01,2021-11-30,Q27e,leavers,0
Data Not Collected,0,youth,2021-11-01,2021-11-30,Q27e,stayers,0
