conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,37,1,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,36
Mental Health Disorder,37,1,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
Mental Health Disorder,37,1,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,7,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,7
Alcohol Use Disorder,7,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
Alcohol Use Disorder,7,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
Drug Use Disorder,10,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,10
Drug Use Disorder,10,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
Drug Use Disorder,10,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,4,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,4
Both Alcohol and Drug Use Disorders,4,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,4,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
Chronic Health Condition,20,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,20
Chronic Health Condition,20,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
Chronic Health Condition,20,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,0
HIV/AIDS,0,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
Development Disability,9,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,9
Development Disability,9,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
Development Disability,9,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
Physical Disability,26,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,without_children,26
Physical Disability,26,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,with_only_children,0
Physical Disability,26,0,0,all_persons,2021-11-01,2021-11-30,Q13b1,unknown_household_type,0
