health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2021-11-01,2021-11-30,Q21,at_start,746
MEDICAID,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,42
MEDICAID,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,81
MEDICARE,all_persons,2021-11-01,2021-11-30,Q21,at_start,124
MEDICARE,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,14
MEDICARE,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,17
State Children's Health Insurance Program,all_persons,2021-11-01,2021-11-30,Q21,at_start,5
State Children's Health Insurance Program,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2021-11-01,2021-11-30,Q21,at_start,22
Veteran's Administration (VA) Medical Services,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,12
Veteran's Administration (VA) Medical Services,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_start,37
Employer - Provided Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,1
Employer - Provided Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,7
Health Insurance obtained through COBRA,all_persons,2021-11-01,2021-11-30,Q21,at_start,2
Health Insurance obtained through COBRA,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_start,41
Private Pay Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,3
State Health Insurance for Adults,all_persons,2021-11-01,2021-11-30,Q21,at_start,8
State Health Insurance for Adults,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,0
Indian Health Services Program,all_persons,2021-11-01,2021-11-30,Q21,at_start,2
Indian Health Services Program,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,0
Other,all_persons,2021-11-01,2021-11-30,Q21,at_start,7
Other,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_start,408
No Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,12
No Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,48
Client Doesn't Know/Client Refused,all_persons,2021-11-01,2021-11-30,Q21,at_start,7
Client Doesn't Know/Client Refused,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2021-11-01,2021-11-30,Q21,at_start,150
Data Not Collected,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,544
Data Not Collected,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,21
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-11-01,2021-11-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,735
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_start,773
1 Source of Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,46
1 Source of Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,83
More than 1 Source of Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_start,107
More than 1 Source of Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2021-11-01,2021-11-30,Q21,at_exit_for_leavers,12
