length,total,population,start_date,end_date,question,status,count
30 days or less,432,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,174
30 days or less,432,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,258
31 to 60 days,132,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,10
31 to 60 days,132,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,122
61 to 90 days,96,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,10
61 to 90 days,96,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,86
91 to 180 days,206,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,2
91 to 180 days,206,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,204
181 to 365 days,69,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,4
181 to 365 days,69,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,65
366 to 730 Days (1-2 Yrs),206,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),206,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,204
"731 to 1,095 Days (2-3 Yrs)",233,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",233,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,233
"1,096 to 1,460 Days (3-4 Yrs)",87,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",87,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,87
"1,461 to 1,825 Days (5-5 Yrs)",26,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",26,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,26
"More than 1,825 Days (>5 Yrs)",64,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",64,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,64
Data Not Collected,0,all_persons,2021-11-01,2021-11-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2021-11-01,2021-11-30,Q22a1,stayers,0
