count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,753,166,230,all_persons,2021-11-01,2021-11-30,Q13a2,without_children,328
None,753,166,230,all_persons,2021-11-01,2021-11-30,Q13a2,with_only_children,19
None,753,166,230,all_persons,2021-11-01,2021-11-30,Q13a2,unknown_household_type,10
1 Condition,335,26,10,all_persons,2021-11-01,2021-11-30,Q13a2,without_children,298
1 Condition,335,26,10,all_persons,2021-11-01,2021-11-30,Q13a2,with_only_children,0
1 Condition,335,26,10,all_persons,2021-11-01,2021-11-30,Q13a2,unknown_household_type,1
2 Conditions,144,4,1,all_persons,2021-11-01,2021-11-30,Q13a2,without_children,139
2 Conditions,144,4,1,all_persons,2021-11-01,2021-11-30,Q13a2,with_only_children,0
2 Conditions,144,4,1,all_persons,2021-11-01,2021-11-30,Q13a2,unknown_household_type,0
3+ Conditions,110,1,0,all_persons,2021-11-01,2021-11-30,Q13a2,without_children,109
3+ Conditions,110,1,0,all_persons,2021-11-01,2021-11-30,Q13a2,with_only_children,0
3+ Conditions,110,1,0,all_persons,2021-11-01,2021-11-30,Q13a2,unknown_household_type,0
Condition Unknown,84,4,6,all_persons,2021-11-01,2021-11-30,Q13a2,without_children,73
Condition Unknown,84,4,6,all_persons,2021-11-01,2021-11-30,Q13a2,with_only_children,1
Condition Unknown,84,4,6,all_persons,2021-11-01,2021-11-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,3,0,0,all_persons,2021-11-01,2021-11-30,Q13a2,without_children,3
Client Doesn't Know/Client Refused,3,0,0,all_persons,2021-11-01,2021-11-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,3,0,0,all_persons,2021-11-01,2021-11-30,Q13a2,unknown_household_type,0
Data Not Collected,122,19,61,all_persons,2021-11-01,2021-11-30,Q13a2,without_children,28
Data Not Collected,122,19,61,all_persons,2021-11-01,2021-11-30,Q13a2,with_only_children,9
Data Not Collected,122,19,61,all_persons,2021-11-01,2021-11-30,Q13a2,unknown_household_type,5
