non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,127
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,44
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,13
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,2
Other TANF-Funded Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_start,5
Other Source,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,13
Other Source,all_persons,2015-07-01,2015-07-31,Q20a,benefit_at_exit_for_leavers,1
