dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,0,all_persons,2015-07-01,2015-07-31,Q14b,without_children,0
Yes,0,all_persons,2015-07-01,2015-07-31,Q14b,with_children_and_adults,0
Yes,0,all_persons,2015-07-01,2015-07-31,Q14b,with_only_children,0
Yes,0,all_persons,2015-07-01,2015-07-31,Q14b,unknown_household_type,0
No,10,all_persons,2015-07-01,2015-07-31,Q14b,without_children,5
No,10,all_persons,2015-07-01,2015-07-31,Q14b,with_children_and_adults,5
No,10,all_persons,2015-07-01,2015-07-31,Q14b,with_only_children,0
No,10,all_persons,2015-07-01,2015-07-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q14b,unknown_household_type,0
Data Not Collected,28,all_persons,2015-07-01,2015-07-31,Q14b,without_children,17
Data Not Collected,28,all_persons,2015-07-01,2015-07-31,Q14b,with_children_and_adults,11
Data Not Collected,28,all_persons,2015-07-01,2015-07-31,Q14b,with_only_children,0
Data Not Collected,28,all_persons,2015-07-01,2015-07-31,Q14b,unknown_household_type,0
