ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,16,all_persons,2015-07-01,2015-07-31,Q26b,without_children,16
Chronically Homeless ,16,all_persons,2015-07-01,2015-07-31,Q26b,with_children_and_adults,0
Chronically Homeless ,16,all_persons,2015-07-01,2015-07-31,Q26b,with_only_children,0
Chronically Homeless ,16,all_persons,2015-07-01,2015-07-31,Q26b,unknown_household_type,0
Not Chronically Homeless,445,all_persons,2015-07-01,2015-07-31,Q26b,without_children,184
Not Chronically Homeless,445,all_persons,2015-07-01,2015-07-31,Q26b,with_children_and_adults,259
Not Chronically Homeless,445,all_persons,2015-07-01,2015-07-31,Q26b,with_only_children,2
Not Chronically Homeless,445,all_persons,2015-07-01,2015-07-31,Q26b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2015-07-01,2015-07-31,Q26b,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-07-01,2015-07-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-07-01,2015-07-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2015-07-01,2015-07-31,Q26b,unknown_household_type,0
Data Not Collected,84,all_persons,2015-07-01,2015-07-31,Q26b,without_children,67
Data Not Collected,84,all_persons,2015-07-01,2015-07-31,Q26b,with_children_and_adults,15
Data Not Collected,84,all_persons,2015-07-01,2015-07-31,Q26b,with_only_children,0
Data Not Collected,84,all_persons,2015-07-01,2015-07-31,Q26b,unknown_household_type,2
