persons_served,total,population,start_date,end_date,question,household_type,count
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,without_children,269
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,109
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
Adults,379,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,1
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,without_children,0
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,165
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,2
Children,167,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,without_children,58
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,with_children_and_adults,57
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,115,all_persons,2015-07-01,2015-07-31,Q7a,unknown_household_type,0
