gender_identity,total,population,start_date,end_date,question,household_type,count
Male,79,children,2015-07-01,2015-07-31,Q10b,with_children_and_adults,78
Male,79,children,2015-07-01,2015-07-31,Q10b,with_only_children,1
Male,79,children,2015-07-01,2015-07-31,Q10b,unknown_household_type,0
Female,87,children,2015-07-01,2015-07-31,Q10b,with_children_and_adults,86
Female,87,children,2015-07-01,2015-07-31,Q10b,with_only_children,1
Female,87,children,2015-07-01,2015-07-31,Q10b,unknown_household_type,0
No Single Gender,0,children,2015-07-01,2015-07-31,Q10b,with_children_and_adults,0
No Single Gender,0,children,2015-07-01,2015-07-31,Q10b,with_only_children,0
No Single Gender,0,children,2015-07-01,2015-07-31,Q10b,unknown_household_type,0
Questioning,0,children,2015-07-01,2015-07-31,Q10b,with_children_and_adults,0
Questioning,0,children,2015-07-01,2015-07-31,Q10b,with_only_children,0
Questioning,0,children,2015-07-01,2015-07-31,Q10b,unknown_household_type,0
Transgender,1,children,2015-07-01,2015-07-31,Q10b,with_children_and_adults,1
Transgender,1,children,2015-07-01,2015-07-31,Q10b,with_only_children,0
Transgender,1,children,2015-07-01,2015-07-31,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2015-07-01,2015-07-31,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2015-07-01,2015-07-31,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2015-07-01,2015-07-31,Q10b,unknown_household_type,0
Data Not Collected,0,children,2015-07-01,2015-07-31,Q10b,with_children_and_adults,0
Data Not Collected,0,children,2015-07-01,2015-07-31,Q10b,with_only_children,0
Data Not Collected,0,children,2015-07-01,2015-07-31,Q10b,unknown_household_type,0
