count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,111,32,48,all_persons,2015-07-01,2015-07-31,Q13b2,without_children,31
None,111,32,48,all_persons,2015-07-01,2015-07-31,Q13b2,with_only_children,0
None,111,32,48,all_persons,2015-07-01,2015-07-31,Q13b2,unknown_household_type,0
1 Condition,26,3,1,all_persons,2015-07-01,2015-07-31,Q13b2,without_children,22
1 Condition,26,3,1,all_persons,2015-07-01,2015-07-31,Q13b2,with_only_children,0
1 Condition,26,3,1,all_persons,2015-07-01,2015-07-31,Q13b2,unknown_household_type,0
2 Conditions,4,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,without_children,4
2 Conditions,4,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,with_only_children,0
2 Conditions,4,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,unknown_household_type,0
3+ Conditions,5,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,without_children,5
3+ Conditions,5,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,with_only_children,0
3+ Conditions,5,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,unknown_household_type,0
Condition Unknown,2,0,2,all_persons,2015-07-01,2015-07-31,Q13b2,without_children,0
Condition Unknown,2,0,2,all_persons,2015-07-01,2015-07-31,Q13b2,with_only_children,0
Condition Unknown,2,0,2,all_persons,2015-07-01,2015-07-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,all_persons,2015-07-01,2015-07-31,Q13b2,unknown_household_type,0
Data Not Collected,3,0,3,all_persons,2015-07-01,2015-07-31,Q13b2,without_children,0
Data Not Collected,3,0,3,all_persons,2015-07-01,2015-07-31,Q13b2,with_only_children,0
Data Not Collected,3,0,3,all_persons,2015-07-01,2015-07-31,Q13b2,unknown_household_type,0
