length,total,population,start_date,end_date,question,status,count
30 days or less,204,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,97
30 days or less,204,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,107
31 to 60 days,81,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,24
31 to 60 days,81,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,57
61 to 90 days,30,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,7
61 to 90 days,30,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,23
91 to 180 days,73,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,18
91 to 180 days,73,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,55
181 to 365 days,53,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,5
181 to 365 days,53,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,48
366 to 730 Days (1-2 Yrs),18,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),18,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,18
"731 to 1,095 Days (2-3 Yrs)",14,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",14,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,14
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,14
"1,461 to 1,825 Days (5-5 Yrs)",9,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",9,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,9
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",51,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,51
Data Not Collected,0,all_persons,2015-07-01,2015-07-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2015-07-01,2015-07-31,Q22a1,stayers,0
