ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,16,all_households,2015-07-01,2015-07-31,Q26a,without_children,16
Chronically Homeless ,16,all_households,2015-07-01,2015-07-31,Q26a,with_children_and_adults,0
Chronically Homeless ,16,all_households,2015-07-01,2015-07-31,Q26a,with_only_children,0
Chronically Homeless ,16,all_households,2015-07-01,2015-07-31,Q26a,unknown_household_type,0
Not Chronically Homeless,214,all_households,2015-07-01,2015-07-31,Q26a,without_children,150
Not Chronically Homeless,214,all_households,2015-07-01,2015-07-31,Q26a,with_children_and_adults,64
Not Chronically Homeless,214,all_households,2015-07-01,2015-07-31,Q26a,with_only_children,0
Not Chronically Homeless,214,all_households,2015-07-01,2015-07-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2015-07-01,2015-07-31,Q26a,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2015-07-01,2015-07-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2015-07-01,2015-07-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_households,2015-07-01,2015-07-31,Q26a,unknown_household_type,0
Data Not Collected,75,all_households,2015-07-01,2015-07-31,Q26a,without_children,63
Data Not Collected,75,all_households,2015-07-01,2015-07-31,Q26a,with_children_and_adults,12
Data Not Collected,75,all_households,2015-07-01,2015-07-31,Q26a,with_only_children,0
Data Not Collected,75,all_households,2015-07-01,2015-07-31,Q26a,unknown_household_type,0
