conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,221,11,0,stayers,2021-07-01,2021-07-31,Q13c1,without_children,210
Mental Health Disorder,221,11,0,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
Mental Health Disorder,221,11,0,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,49,0,0,stayers,2021-07-01,2021-07-31,Q13c1,without_children,49
Alcohol Use Disorder,49,0,0,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
Alcohol Use Disorder,49,0,0,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,0
Drug Use Disorder,29,2,0,stayers,2021-07-01,2021-07-31,Q13c1,without_children,27
Drug Use Disorder,29,2,0,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
Drug Use Disorder,29,2,0,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,45,0,0,stayers,2021-07-01,2021-07-31,Q13c1,without_children,45
Both Alcohol and Drug Use Disorders,45,0,0,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,45,0,0,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,0
Chronic Health Condition,118,5,1,stayers,2021-07-01,2021-07-31,Q13c1,without_children,112
Chronic Health Condition,118,5,1,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
Chronic Health Condition,118,5,1,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,0
HIV/AIDS,96,7,0,stayers,2021-07-01,2021-07-31,Q13c1,without_children,89
HIV/AIDS,96,7,0,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
HIV/AIDS,96,7,0,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,0
Development Disability,45,2,6,stayers,2021-07-01,2021-07-31,Q13c1,without_children,36
Development Disability,45,2,6,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
Development Disability,45,2,6,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,1
Physical Disability,129,5,0,stayers,2021-07-01,2021-07-31,Q13c1,without_children,124
Physical Disability,129,5,0,stayers,2021-07-01,2021-07-31,Q13c1,with_only_children,0
Physical Disability,129,5,0,stayers,2021-07-01,2021-07-31,Q13c1,unknown_household_type,0
