time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,85,all_persons,2021-07-01,2021-07-31,Q22e,without_children,59
7 days or less,85,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,26
7 days or less,85,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
7 days or less,85,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
8 to 14 days,15,all_persons,2021-07-01,2021-07-31,Q22e,without_children,13
8 to 14 days,15,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,2
8 to 14 days,15,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
8 to 14 days,15,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
15 to 21 days,12,all_persons,2021-07-01,2021-07-31,Q22e,without_children,12
15 to 21 days,12,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,0
15 to 21 days,12,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
15 to 21 days,12,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
22 to 30 days,8,all_persons,2021-07-01,2021-07-31,Q22e,without_children,6
22 to 30 days,8,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,2
22 to 30 days,8,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
22 to 30 days,8,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
31 to 60 days,19,all_persons,2021-07-01,2021-07-31,Q22e,without_children,14
31 to 60 days,19,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,5
31 to 60 days,19,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
31 to 60 days,19,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
61 to 180 days,61,all_persons,2021-07-01,2021-07-31,Q22e,without_children,45
61 to 180 days,61,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,16
61 to 180 days,61,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
61 to 180 days,61,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
181 to 365 days,33,all_persons,2021-07-01,2021-07-31,Q22e,without_children,25
181 to 365 days,33,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,8
181 to 365 days,33,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
181 to 365 days,33,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),33,all_persons,2021-07-01,2021-07-31,Q22e,without_children,33
366-730 days (1-2 years),33,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,0
366-730 days (1-2 years),33,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
366-730 days (1-2 years),33,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
731 days or more,66,all_persons,2021-07-01,2021-07-31,Q22e,without_children,51
731 days or more,66,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,15
731 days or more,66,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
731 days or more,66,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
Total (persons moved into housing),332,all_persons,2021-07-01,2021-07-31,Q22e,without_children,258
Total (persons moved into housing),332,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,74
Total (persons moved into housing),332,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
Total (persons moved into housing),332,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
Not yet moved into housing,28,all_persons,2021-07-01,2021-07-31,Q22e,without_children,21
Not yet moved into housing,28,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,7
Not yet moved into housing,28,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
Not yet moved into housing,28,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
Data not collected,18,all_persons,2021-07-01,2021-07-31,Q22e,without_children,16
Data not collected,18,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,2
Data not collected,18,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
Data not collected,18,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
Total persons,378,all_persons,2021-07-01,2021-07-31,Q22e,without_children,295
Total persons,378,all_persons,2021-07-01,2021-07-31,Q22e,with_children_and_adults,83
Total persons,378,all_persons,2021-07-01,2021-07-31,Q22e,with_only_children,0
Total persons,378,all_persons,2021-07-01,2021-07-31,Q22e,unknown_household_type,0
