ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,173,all_persons,2021-07-01,2021-07-31,Q26b,without_children,150
Chronically Homeless ,173,all_persons,2021-07-01,2021-07-31,Q26b,with_children_and_adults,23
Chronically Homeless ,173,all_persons,2021-07-01,2021-07-31,Q26b,with_only_children,0
Chronically Homeless ,173,all_persons,2021-07-01,2021-07-31,Q26b,unknown_household_type,0
Not Chronically Homeless,957,all_persons,2021-07-01,2021-07-31,Q26b,without_children,551
Not Chronically Homeless,957,all_persons,2021-07-01,2021-07-31,Q26b,with_children_and_adults,379
Not Chronically Homeless,957,all_persons,2021-07-01,2021-07-31,Q26b,with_only_children,15
Not Chronically Homeless,957,all_persons,2021-07-01,2021-07-31,Q26b,unknown_household_type,12
Client Doesn't Know/Client Refused,12,all_persons,2021-07-01,2021-07-31,Q26b,without_children,12
Client Doesn't Know/Client Refused,12,all_persons,2021-07-01,2021-07-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,12,all_persons,2021-07-01,2021-07-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,12,all_persons,2021-07-01,2021-07-31,Q26b,unknown_household_type,0
Data Not Collected,47,all_persons,2021-07-01,2021-07-31,Q26b,without_children,38
Data Not Collected,47,all_persons,2021-07-01,2021-07-31,Q26b,with_children_and_adults,7
Data Not Collected,47,all_persons,2021-07-01,2021-07-31,Q26b,with_only_children,1
Data Not Collected,47,all_persons,2021-07-01,2021-07-31,Q26b,unknown_household_type,1
